abbreviation	equation	reversible	compartment	lowbnd	uppbnd	obj_coef	rule	subsystem
r_0730	(1) s_1160 + (1) s_1072 -> (1) s_0430 + (1) s_0801 + (1) s_0271	irreversible	NA	  0.00	1000.00	  0.00		
r_0731	(1) s_0901 + (1) s_0383 -> (1) s_0517 + (1) s_1071	irreversible	NA	  0.00	1000.00	  0.00	((YJL071W) or (YMR062C))	
r_0732	(1) s_1074 -> (1) s_0689 + (1) s_0924	irreversible	NA	  0.00	1000.00	  0.00	(YJL060W)	
r_0733	(1) s_1096 + (2) s_1075 -> (1) s_1091 + (1) s_1056	irreversible	NA	  0.00	1000.00	  0.00	((YDR402C) and (YHR042W))	
r_0734	(1) s_1082 + (1) s_0271 -> (1) s_1087 + (1) s_0272	irreversible	NA	  0.00	1000.00	  0.00		
r_0735	(1) s_1086 -> (1) s_0437 + (1) s_1112	irreversible	NA	  0.00	1000.00	  0.00	(YGL067W)	
r_0736	(1) s_1082 + (1) s_0446 -> (1) s_0400 + (1) s_1091	irreversible	NA	  0.00	1000.00	  0.00	((YEL041W) or (YJR049C))	
r_0737	(1) s_1084 + (1) s_0449 -> (1) s_1094 + (1) s_0403	irreversible	NA	  0.00	1000.00	  0.00	(YPL188W)	
r_0738	(1) s_1082 -> (1) s_0407 + (1) s_1100	irreversible	NA	  0.00	1000.00	  0.00		
r_0739	(1) s_1085 <-> (1) s_0408 + (1) s_1102	reversible	NA	-1000.00	1000.00	  0.00	((YDL042C) or (YDR191W) or (YOL068C) or (YOR025W) or (YPL015C))	
r_0740	(1) s_0446 + (1) s_0430 + (1) s_0571 -> (1) s_1082 + (1) s_0434 + (1) s_0605	irreversible	NA	  0.00	1000.00	  0.00	(YHR074W)	
r_0741	(1) s_0450 + (1) s_0433 + (1) s_0573 -> (1) s_0436 + (1) s_0609 + (1) s_1085	irreversible	NA	  0.00	1000.00	  0.00	(YHR074W)	
r_0742	(1) s_1087 + (1) s_1410 -> (1) s_1082 + (1) s_1409	irreversible	NA	  0.00	1000.00	  0.00	((YDL085W) or (YMR145C))	
r_0743	(1) s_1087 + (1) s_0446 <-> (1) s_0400 + (1) s_1096	reversible	NA	-1000.00	1000.00	  0.00	((YEL041W) or (YJR049C))	
r_0744	(1) s_1089 + (1) s_0449 <-> (1) s_1098 + (1) s_0403	reversible	NA	-1000.00	1000.00	  0.00	((YEL041W) or (YJR049C))	
r_0745	(1) s_1089 + (1) s_1410 -> (1) s_1084 + (1) s_1409	irreversible	NA	  0.00	1000.00	  0.00	(YML120C)	
r_0746	(1) s_1091 -> (1) s_1082 + (1) s_1207	irreversible	NA	  0.00	1000.00	  0.00		
r_0747	(1) s_1094 -> (1) s_1084 + (1) s_1211	irreversible	NA	  0.00	1000.00	  0.00		
r_0748	(1) s_0331 + (1) s_1103 -> (1) s_0605 + (1) s_1106	irreversible	NA	  0.00	1000.00	  0.00	(YOR209C)	
r_0749	(1) s_0332 + (1) s_1105 -> (1) s_0608 + (1) s_1107	irreversible	NA	  0.00	1000.00	  0.00	(YOR209C)	
r_0750	(1) s_0380 <-> (1) s_0514 + (1) s_2526	reversible	NA	-1000.00	1000.00	  0.00	((YCR020C-A) and (YEL053C) and (YPR051W))	
r_0751	(1) s_0380 <-> (1) s_0514 + (1) s_2527	reversible	NA	-1000.00	1000.00	  0.00	((YCR020C-A) and (YEL053C) and (YPR051W))	
r_0752	(1) s_0380 <-> (1) s_0514 + (1) s_2528	reversible	NA	-1000.00	1000.00	  0.00	((YCR020C-A) and (YEL053C) and (YPR051W))	
r_0753	(1) s_0380 <-> (1) s_0514 + (1) s_2530	reversible	NA	-1000.00	1000.00	  0.00	((YCR020C-A) and (YEL053C) and (YPR051W))	
r_0754	(1) s_0380 <-> (1) s_0514 + (1) s_2529	reversible	NA	-1000.00	1000.00	  0.00	((YCR020C-A) and (YEL053C) and (YPR051W))	
r_0756	(1) s_1100 <-> (1) s_0430 + (1) s_1103	reversible	NA	-1000.00	1000.00	  0.00	(YGL037C)	
r_0757	(1) s_1101 <-> (1) s_0432 + (1) s_1105	reversible	NA	-1000.00	1000.00	  0.00	(YGL037C)	
r_0758	(1) s_1293 + (1) s_1100 -> (1) s_1290 + (1) s_0089	irreversible	NA	  0.00	1000.00	  0.00	(YLR285W)	
r_0759	(1) s_0446 + (1) s_1108 -> (1) s_1082 + (1) s_0605	irreversible	NA	  0.00	1000.00	  0.00	(YGR010W)	
r_0760	(1) s_0450 + (1) s_1111 <-> (1) s_0609 + (1) s_1085	reversible	NA	-1000.00	1000.00	  0.00	(YLR328W)	
r_0761	(1) s_0446 + (1) s_1106 -> (1) s_0605 + (1) s_0571	irreversible	NA	  0.00	1000.00	  0.00	((YGR010W) or (YLR328W))	
r_0762	(1) s_0449 + (1) s_1107 -> (1) s_0608 + (1) s_0572	irreversible	NA	  0.00	1000.00	  0.00	(YLR328W)	
r_0763	(1) s_0331 + (1) s_1281 -> (1) s_0470 + (1) s_0605 + (1) s_1106	irreversible	NA	  0.00	1000.00	  0.00	(YFR047C)	
r_0764	(1) s_0332 + (1) s_1282 -> (1) s_0474 + (1) s_0608 + (1) s_1107	irreversible	NA	  0.00	1000.00	  0.00	(YFR047C)	
r_0765	(1) s_0180 <-> (1) s_0474 + (1) s_0182	reversible	NA	-1000.00	1000.00	  0.00		
r_0766	(1) s_0400 -> (1) s_1207 + (1) s_0434	irreversible	NA	  0.00	1000.00	  0.00	(YER005W)	
r_0767	(1) s_0591 -> (1) s_1207 + (1) s_0593	irreversible	NA	  0.00	1000.00	  0.00		
r_0768	(1) s_0706 -> (1) s_1207 + (1) s_0752	irreversible	NA	  0.00	1000.00	  0.00	(YER005W)	
r_0769	(1) s_0707 -> (1) s_1210 + (1) s_0753	irreversible	NA	  0.00	1000.00	  0.00	(YEL042W)	
r_0770	(1) s_1411 -> (1) s_1207 + (1) s_1417	irreversible	NA	  0.00	1000.00	  0.00	(YER005W)	
r_0771	(1) s_0446 + (1) s_0481 <-> (1) s_0400 + (1) s_0521	reversible	NA	-1000.00	1000.00	  0.00	(YKL067W)	
r_0772	(1) s_0446 + (1) s_0562 <-> (1) s_0400 + (1) s_0566	reversible	NA	-1000.00	1000.00	  0.00	(YKL067W)	
r_0773	(1) s_0446 + (1) s_0567 <-> (1) s_0400 + (1) s_0570	reversible	NA	-1000.00	1000.00	  0.00	(YKL067W)	
r_0774	(1) s_0446 + (1) s_0591 <-> (1) s_0400 + (1) s_0595	reversible	NA	-1000.00	1000.00	  0.00	(YKL067W)	
r_0775	(1) s_0446 + (1) s_0618 <-> (1) s_0400 + (1) s_0620	reversible	NA	-1000.00	1000.00	  0.00	(YKL067W)	
r_0776	(1) s_0446 + (1) s_0622 <-> (1) s_0400 + (1) s_0626	reversible	NA	-1000.00	1000.00	  0.00	(YKL067W)	
r_0777	(1) s_0446 + (1) s_0706 <-> (1) s_0400 + (1) s_0755	reversible	NA	-1000.00	1000.00	  0.00	(YKL067W)	
r_0778	(1) s_0446 + (1) s_0811 <-> (1) s_0400 + (1) s_0857	reversible	NA	-1000.00	1000.00	  0.00	(YKL067W)	
r_0779	(1) s_1411 + (1) s_0446 <-> (1) s_0400 + (1) s_1430	reversible	NA	-1000.00	1000.00	  0.00	(YKL067W)	
r_0780	(1) s_0595 -> (1) s_1207 + (1) s_0591	irreversible	NA	  0.00	1000.00	  0.00		
r_0781	(1) s_0755 -> (1) s_1207 + (1) s_0706	irreversible	NA	  0.00	1000.00	  0.00		
r_0782	(1) s_1117 + (1) s_1018 -> (1) s_0933 + (1) s_0369	irreversible	NA	  0.00	1000.00	  0.00	(YLR303W)	
r_0783	(1) s_1117 + (1) s_0805 -> (1) s_0369 + (1) s_0917	irreversible	NA	  0.00	1000.00	  0.00	(YLR303W)	
r_0784	(1) s_0615 <-> (1) s_2537	reversible	NA	-1000.00	1000.00	  0.00	((YAL023C) and (YDL095W))	
r_0785	(1) s_0899 + (1) s_0019 <-> (1) s_0185 + (1) s_0270	reversible	NA	-1000.00	1000.00	  0.00	(YOR184W)	
r_0786	(1) s_1126 <-> (1) s_0430 + (1) s_0183 + (1) s_1338	reversible	NA	-1000.00	1000.00	  0.00	(YML082W)	
r_0787	(1) s_0889 + (1) s_1126 -> (1) s_0888 + (1) s_1338	irreversible	NA	  0.00	1000.00	  0.00		
r_0788	(1) s_1096 + (1) s_1160 + (1) s_1147 -> (1) s_1091 + (1) s_1129	irreversible	NA	  0.00	1000.00	  0.00		
r_0789	(1) s_1151 + (1) s_0469 -> (1) s_1207 + (1) s_0887	irreversible	NA	  0.00	1000.00	  0.00	(YJL088W)	
r_0790	(1) s_1151 -> (1) s_0470 + (1) s_1268	irreversible	NA	  0.00	1000.00	  0.00	(YKL184W)	
r_0791	(1) s_0901 + (1) s_1051 -> (1) s_1071 + (1) s_1153	irreversible	NA	  0.00	1000.00	  0.00	(YMR062C)	
r_0792	(1) s_0185 + (1) s_1151 -> (1) s_0899 + (1) s_0905	irreversible	NA	  0.00	1000.00	  0.00	(YLR438W)	
r_0793	(1) s_0605 + (1) s_1155 <-> (1) s_0331 + (1) s_1154	reversible	NA	-1000.00	1000.00	  0.00	((YML106W) or (YMR271C))	
r_0794	(1) s_1155 -> (1) s_0470 + (1) s_1417	irreversible	NA	  0.00	1000.00	  0.00	(YEL021W)	
r_0795	(1) s_2538 <-> (1) s_1165	reversible	NA	-1000.00	1000.00	  0.00	(YAR042W)	
r_0796	(1) s_1166 <-> (1) s_2538	reversible	NA	-1000.00	1000.00	  0.00	(YAR042W)	
r_0797	(1) s_2539 <-> (1) s_1165	reversible	NA	-1000.00	1000.00	  0.00	(YDL019C)	
r_0798	(1) s_1166 <-> (1) s_2539	reversible	NA	-1000.00	1000.00	  0.00	(YDL019C)	
r_0799	(1) s_2540 <-> (1) s_1165	reversible	NA	-1000.00	1000.00	  0.00	(YHR073W)	
r_0800	(1) s_1166 <-> (1) s_2540	reversible	NA	-1000.00	1000.00	  0.00	(YHR073W)	
r_0801	(1) s_1166 <-> (1) s_2542	reversible	NA	-1000.00	1000.00	  0.00	(YPL145C)	
r_0802	(1) s_2542 <-> (1) s_1165	reversible	NA	-1000.00	1000.00	  0.00	(YPL145C)	
r_0803	(1) s_1166 <-> (1) s_2541	reversible	NA	-1000.00	1000.00	  0.00	(YOR237W)	
r_0804	(1) s_0517 + (1) s_1288 -> (1) s_1344 + (1) s_0603	irreversible	NA	  0.00	1000.00	  0.00	((YDR148C) and (YFL018C) and (YIL125W))	
r_0805	(1) s_0187 + (1) s_1001 <-> (1) s_0474 + (1) s_1288	reversible	NA	-1000.00	1000.00	  0.00	((YDR148C) and (YFL018C) and (YIL125W))	
r_0806	(1) s_1187 <-> (1) s_0514 + (1) s_2544	reversible	NA	-1000.00	1000.00	  0.00	(YDR264C)	
r_0807	(1) s_1187 <-> (1) s_2546	reversible	NA	-1000.00	1000.00	  0.00	((YDR126W) and (YAL014C))	
r_0808	(1) s_1187 <-> (1) s_2547	reversible	NA	-1000.00	1000.00	  0.00	((YDR126W) and (YAL030W))	
r_0809	(1) s_1187 <-> (1) s_2549	reversible	NA	-1000.00	1000.00	  0.00	((YDR126W) and (YDR468C))	
r_0810	(1) s_1096 + (1) s_1160 + (1) s_1187 -> (1) s_1091 + (1) s_0782	irreversible	NA	  0.00	1000.00	  0.00	(YGL055W)	
r_0811	(1) s_1187 <-> (1) s_2548	reversible	NA	-1000.00	1000.00	  0.00	((YOL003C) and (YBR023C))	
r_0812	(1) s_1187 <-> (1) s_0515 + (1) s_2545	reversible	NA	-1000.00	1000.00	  0.00	((YLR246W) and (YOL110W))	
r_0813	(1) s_1191 <-> (1) s_2550	reversible	NA	-1000.00	1000.00	  0.00	((YNL326C) and (YEL013W))	
r_0814	(1) s_0446 + (1) s_1192 -> (1) s_0605 + (1) s_0202	irreversible	NA	  0.00	1000.00	  0.00		
r_0815	(1) s_0449 + (1) s_1193 -> (1) s_0608 + (1) s_0205	irreversible	NA	  0.00	1000.00	  0.00		
r_0816	(1) s_0446 + (1) s_0034 -> (1) s_0400 + (1) s_0020	irreversible	NA	  0.00	1000.00	  0.00	(YDR531W)	
r_0817	(1) s_0446 + (1) s_0032 + (1) s_0453 -> (1) s_0434 + (1) s_0605 + (1) s_0034	irreversible	NA	  0.00	1000.00	  0.00	(YIL145C)	
r_0818	(1) s_0585 -> (1) s_0519 + (1) s_0580	irreversible	NA	  0.00	1000.00	  0.00	(YJR019C)	
r_0819	(1) s_0980 -> (1) s_0519 + (1) s_0974	irreversible	NA	  0.00	1000.00	  0.00	(YJR019C)	
r_0820	(1) s_1358 -> (1) s_0519 + (1) s_0993	irreversible	NA	  0.00	1000.00	  0.00	(YJR019C)	
r_0821	(1) s_1190 -> (1) s_0519 + (1) s_1176	irreversible	NA	  0.00	1000.00	  0.00	(YJR019C)	
r_0822	(1) s_1047 -> (1) s_0519 + (1) s_1034	irreversible	NA	  0.00	1000.00	  0.00	(YJR019C)	
r_0823	(1) s_1337 -> (1) s_0519 + (1) s_1331	irreversible	NA	  0.00	1000.00	  0.00	(YJR019C)	
r_0824	(1) s_1143 -> (1) s_0519 + (1) s_1138	irreversible	NA	  0.00	1000.00	  0.00	(YJR019C)	
r_0825	(1) s_0185 + (1) s_0936 <-> (1) s_0899 + (1) s_0859	reversible	NA	-1000.00	1000.00	  0.00	((YGL202W) or (YHR137W))	
r_0826	(1) s_0446 + (1) s_0936 -> (1) s_0434 + (1) s_0605 + (1) s_1199	irreversible	NA	  0.00	1000.00	  0.00	((YFL022C) and (YLR060W))	
r_0827	(1) s_0449 + (1) s_0938 -> (1) s_0435 + (1) s_0608 + (1) s_1200	irreversible	NA	  0.00	1000.00	  0.00	(YPR047W)	
r_0828	(1) s_0859 -> (1) s_0470 + (1) s_1203	irreversible	NA	  0.00	1000.00	  0.00	((YDR380W) or (YGR087C) or (YLR044C) or (YLR134W))	
r_0829	(1) s_1239 <-> (1) s_0598 + (1) s_1317	reversible	NA	-1000.00	1000.00	  0.00	(YPL206C)	
r_0830	(1) s_1240 <-> (1) s_1318 + (1) s_0599	reversible	NA	-1000.00	1000.00	  0.00	(YPL206C)	
r_0831	(1) s_1296 + (1) s_1237 -> (1) s_1292 + (1) s_1227	irreversible	NA	  0.00	1000.00	  0.00	(YJR073C)	
r_0832	(1) s_1235 + (1) s_1294 -> (1) s_1226 + (1) s_1291	irreversible	NA	  0.00	1000.00	  0.00	(YGR157W)	
r_0833	(1) s_0513 + (1) s_0207 <-> (1) s_0487 + (1) s_1318	reversible	NA	-1000.00	1000.00	  0.00	(YCL004W)	
r_0834	(1) s_0101 <-> (1) s_0106 + (1) s_1214	reversible	NA	-1000.00	1000.00	  0.00	(YNL325C)	
r_0835	(1) s_0103 <-> (1) s_1207 + (1) s_0091	reversible	NA	-1000.00	1000.00	  0.00	((YJR110W) or (YNL106C) or (YOR109W))	
r_0836	(1) s_0107 <-> (1) s_1207 + (1) s_0111	reversible	NA	-1000.00	1000.00	  0.00	((YIL002C) or (YNL106C) or (YOR109W))	
r_0837	(1) s_0108 -> (1) s_1207 + (1) s_0112	irreversible	NA	  0.00	1000.00	  0.00	((YIL002C) or (YNL106C) or (YOR109W))	
r_0838	(1) s_0109 <-> (1) s_0113 + (1) s_1208	reversible	NA	-1000.00	1000.00	  0.00	(YOL065C)	
r_0839	(1) s_0448 + (1) s_0093 <-> (1) s_0402 + (1) s_0114	reversible	NA	-1000.00	1000.00	  0.00	(YNL267W)	
r_0840	(1) s_0450 + (1) s_0095 -> (1) s_0404 + (1) s_0116	irreversible	NA	  0.00	1000.00	  0.00	(YNL267W)	
r_0841	(1) s_0105 <-> (1) s_1211 + (1) s_0094	reversible	NA	-1000.00	1000.00	  0.00	(YKL212W)	
r_0842	(1) s_0100 <-> (1) s_1211 + (1) s_0105	reversible	NA	-1000.00	1000.00	  0.00	(YKL212W)	
r_0843	(1) s_0115 <-> (1) s_1211 + (1) s_0094	reversible	NA	-1000.00	1000.00	  0.00	(YKL212W)	
r_0844	(1) s_0104 <-> (1) s_1208 + (1) s_0092	reversible	NA	-1000.00	1000.00	  0.00	(YKL212W)	
r_0845	(1) s_0099 <-> (1) s_1208 + (1) s_0104	reversible	NA	-1000.00	1000.00	  0.00	(YKL212W)	
r_0846	(1) s_0113 <-> (1) s_1208 + (1) s_0092	reversible	NA	-1000.00	1000.00	  0.00	(YKL212W)	
r_0847	(1) s_0487 + (1) s_1023 -> (1) s_0513 + (1) s_0094	irreversible	NA	  0.00	1000.00	  0.00	(YPR113W)	
r_0848	(1) s_0485 + (1) s_1020 <-> (1) s_0511 + (1) s_0090	reversible	NA	-1000.00	1000.00	  0.00	(YPR113W)	
r_0849	(1) s_0450 + (1) s_0116 <-> (1) s_0404 + (1) s_0110	reversible	NA	-1000.00	1000.00	  0.00	(YDR208W)	
r_0850	(1) s_1223 -> (1) s_0474 + (1) s_1237	irreversible	NA	  0.00	1000.00	  0.00	(YNL169C)	
r_0851	(1) s_1222 -> (1) s_0473 + (1) s_1236	irreversible	NA	  0.00	1000.00	  0.00	(YGR170W)	
r_0852	(1) s_1224 -> (1) s_0477 + (1) s_1238	irreversible	NA	  0.00	1000.00	  0.00	(YGR170W)	
r_0853	(1) s_0487 + (1) s_0946 <-> (1) s_0513 + (1) s_1223	reversible	NA	-1000.00	1000.00	  0.00	(YER026C)	
r_0854	(1) s_0486 + (1) s_0944 <-> (1) s_0512 + (1) s_1221	reversible	NA	-1000.00	1000.00	  0.00	(YER026C)	
r_0855	(1) s_1069 <-> (1) s_1068	reversible	NA	-1000.00	1000.00	  0.00	(YEL058W)	
r_0856	(1) s_0206 + (1) s_1521 -> (1) s_0397 + (1) s_1517 + (1) s_1349	irreversible	NA	  0.00	1000.00	  0.00	(((YGR209C) and (YPR167C)) or ((YLR043C) and (YPR167C)))	
r_0857	(1) s_0446 + (1) s_1156 -> (1) s_0400 + (1) s_0470 + (1) s_1243	irreversible	NA	  0.00	1000.00	  0.00	(YKR097W)	
r_0858	(1) s_0521 + (1) s_1124 -> (1) s_0605 + (1) s_0488	irreversible	NA	  0.00	1000.00	  0.00	(YGR007W)	
r_0859	(1) s_0446 + (1) s_0539 -> (1) s_0400 + (1) s_0537	irreversible	NA	  0.00	1000.00	  0.00	((YGR240C) and (YMR205C))	
r_0860	(1) s_0446 + (1) s_1304 -> (1) s_0400 + (1) s_1303	irreversible	NA	  0.00	1000.00	  0.00	((YGR240C) and (YMR205C))	
r_0861	(1) s_0549 <-> (1) s_0410	reversible	NA	-1000.00	1000.00	  0.00	((YKL127W) or (YMR105C))	
r_0862	(1) s_1091 + (1) s_0347 -> (1) s_1096 + (1) s_0470 + (1) s_0557	irreversible	NA	  0.00	1000.00	  0.00	((YGR256W) or (YHR183W))	
r_0863	(1) s_0421 <-> (1) s_0422	reversible	NA	-1000.00	1000.00	  0.00	(YEL058W)	
r_0864	(1) s_1082 + (1) s_0264 -> (1) s_1087 + (1) s_0266	irreversible	NA	  0.00	1000.00	  0.00	((YER081W) or (YIL074C))	
r_0865	(1) s_0446 + (1) s_0264 <-> (1) s_0400 + (1) s_0265	reversible	NA	-1000.00	1000.00	  0.00	(YCR012W)	
r_0866	(1) s_0193 <-> (1) s_0264	reversible	NA	-1000.00	1000.00	  0.00	(YKL152C)	
r_0867	(1) s_0663 + (1) s_1310 <-> (1) s_0085	reversible	NA	-1000.00	1000.00	  0.00	((YMR006C) or (YOL011W))	
r_0868	(1) s_0666 <->  	reversible	NA	-1000.00	1000.00	  0.00	((YMR006C) or (YOL011W))	
r_0869	(2) s_0663 + (1) s_1310 <-> (1) s_1228	reversible	NA	-1000.00	1000.00	  0.00	(YMR008C)	
r_0870	(2) s_0663 + (1) s_0739 <-> (1) s_1233	reversible	NA	-1000.00	1000.00	  0.00	(YMR008C)	
r_0871	(1) s_0110 -> (1) s_0127 + (1) s_0600	irreversible	NA	  0.00	1000.00	  0.00	(YPL268W)	
r_0872	(1) s_1228 -> (1) s_1215 + (1) s_0496	irreversible	NA	  0.00	1000.00	  0.00	(YKR031C)	
r_0873	(1) s_1296 + (1) s_1225 -> (1) s_1292 + (1) s_1232	irreversible	NA	  0.00	1000.00	  0.00	(YJR073C)	
r_0874	(1) s_1296 + (1) s_1227 -> (1) s_1292 + (1) s_1225	irreversible	NA	  0.00	1000.00	  0.00	(YJR073C)	
r_0875	(1) s_0553 <-> (1) s_0554	reversible	NA	-1000.00	1000.00	  0.00	(YFL045C)	
r_0876	(1) s_0446 + (1) s_0274 -> (1) s_0400 + (1) s_0273	irreversible	NA	  0.00	1000.00	  0.00	((YOL055C) or (YPL258C) or (YPR121W))	
r_0877	(1) s_0446 + (1) s_0022 -> (1) s_0400 + (1) s_0021	irreversible	NA	  0.00	1000.00	  0.00	(YMR220W)	
r_0878	(1) s_0521 + (1) s_0889 + (1) s_0020 -> (1) s_0511 + (1) s_0605 + (1) s_1067	irreversible	NA	  0.00	1000.00	  0.00		
r_0879	(1) s_1067 -> (1) s_0470 + (1) s_1192	irreversible	NA	  0.00	1000.00	  0.00		
r_0880	(1) s_0425 <-> (1) s_0427	reversible	NA	-1000.00	1000.00	  0.00	((YKL127W) or (YMR105C))	
r_0881	(1) s_0080 -> (1) s_0079	irreversible	NA	  0.00	1000.00	  0.00	(YCL030C)	
r_0882	(1) s_0334 -> (1) s_0605 + (1) s_0080	irreversible	NA	  0.00	1000.00	  0.00	(YCL030C)	
r_0883	(1) s_0470 + (1) s_0316 <-> (1) s_0318	reversible	NA	-1000.00	1000.00	  0.00	(YOR128C)	
r_0884	(1) s_0446 + (1) s_0158 -> (1) s_0400 + (1) s_1207 + (1) s_0316	irreversible	NA	  0.00	1000.00	  0.00	(YGL234W)	
r_0885	(1) s_0122 + (1) s_0317 <-> (1) s_0309 + (1) s_0325	reversible	NA	-1000.00	1000.00	  0.00	((YLR028C) or (YMR120C))	
r_0886	(1) s_0446 + (1) s_0881 + (1) s_0318 <-> (1) s_0400 + (1) s_1207 + (1) s_0009	reversible	NA	-1000.00	1000.00	  0.00	(YAR015W)	
r_0887	(1) s_1066 -> (1) s_0078	irreversible	NA	  0.00	1000.00	  0.00	(YDR007W)	
r_0888	(1) s_0446 + (1) s_0907 + (1) s_1052 -> (1) s_0400 + (1) s_1207 + (1) s_0899 + (1) s_0158	irreversible	NA	  0.00	1000.00	  0.00	(YGR061C)	
r_0889	(1) s_0122 + (1) s_1048 -> (1) s_0309 + (1) s_1052	irreversible	NA	  0.00	1000.00	  0.00	(YDR408C)	
r_0890	(1) s_0446 + (1) s_0740 + (1) s_0333 <-> (1) s_0400 + (1) s_1207 + (1) s_1048	reversible	NA	-1000.00	1000.00	  0.00	(YGL234W)	
r_0891	(1) s_0446 + (1) s_0427 <-> (1) s_0434 + (1) s_0331	reversible	NA	-1000.00	1000.00	  0.00	((YBL068W) or (YER099C) or (YHL011C) or (YKL181W) or (YOL061W))	
r_0892	(1) s_1123 -> (1) s_1207 + (1) s_0943	irreversible	NA	  0.00	1000.00	  0.00	(YGR208W)	
r_0893	(1) s_0899 + (1) s_0266 -> (1) s_0185 + (1) s_1123	irreversible	NA	  0.00	1000.00	  0.00	(YOR184W)	
r_0894	(1) s_1248 -> (1) s_0166 + (1) s_1125	irreversible	NA	  0.00	1000.00	  0.00	(YDR294C)	
r_0895	(1) s_1097 + (1) s_1325 + (1) s_1161 -> (1) s_1092 + (1) s_1247	irreversible	NA	  0.00	1000.00	  0.00	(YDR297W)	
r_0896	(1) s_0452 + (1) s_1242 -> (1) s_0106 + (1) s_0406	irreversible	NA	  0.00	1000.00	  0.00	(YLR240W)	
r_0897	(1) s_0132 <-> (1) s_2522	reversible	NA	-1000.00	1000.00	  0.00	(YIL105C)	
r_0898	(1) s_0132 <-> (1) s_2524	reversible	NA	-1000.00	1000.00	  0.00	(YNL047C)	
r_0899	(1) s_2522 <-> (1) s_2523	reversible	NA	-1000.00	1000.00	  0.00		
r_0900	(1) s_2524 <-> (1) s_2525	reversible	NA	-1000.00	1000.00	  0.00		
r_0901	(1) s_0106 <-> (1) s_2551	reversible	NA	-1000.00	1000.00	  0.00	(YDR313C)	
r_0902	(1) s_1160 + (1) s_1049 -> (1) s_0214 + (1) s_0801 + (1) s_1072	irreversible	NA	  0.00	1000.00	  0.00	(YMR020W)	
