abbreviation	equation	reversible	compartment	lowbnd	uppbnd	obj_coef	rule	subsystem
r_0215	(1) s_0615 + (1) s_0725 <-> (1) s_0727	reversible	NA	-1000.00	1000.00	  0.00	(YBL082C)	
r_0216	(1) s_1009 -> (2) s_0545	irreversible	NA	  0.00	1000.00	  0.00	((YBR299W) or (YGR287C) or (YGR292W))	
r_0217	(1) s_0286 -> (1) s_0430 + (1) s_0287	irreversible	NA	  0.00	1000.00	  0.00	(YMR293C)	
r_0218	(1) s_1160 + (1) s_0429 -> (1) s_0430 + (1) s_0801 + (1) s_1019	irreversible	NA	  0.00	1000.00	  0.00		
r_0219	(1) s_1084 + (1) s_0281 -> (1) s_1089 + (1) s_0705	irreversible	NA	  0.00	1000.00	  0.00	((YER073W) or (YOR374W))	
r_0220	(1) s_0331 + (1) s_0439 -> (1) s_0605 + (1) s_1066	irreversible	NA	  0.00	1000.00	  0.00	(YDR354W)	
r_0221	(1) s_0500 + (1) s_0907 -> (1) s_1277 + (1) s_0899 + (1) s_0439	irreversible	NA	  0.00	1000.00	  0.00	((YER090W) and (YKL211C))	
r_0222	(1) s_1167 <-> (2) s_0400	reversible	NA	-1000.00	1000.00	  0.00	(YDR305C)	
r_0223	(1) s_1096 + (1) s_0871 -> (1) s_1091 + (1) s_0869	irreversible	NA	  0.00	1000.00	  0.00	(YHR104W)	
r_0224	(1) s_0873 -> (1) s_1423 + (1) s_1151	irreversible	NA	  0.00	1000.00	  0.00	(YPL111W)	
r_0225	(1) s_0017 <-> (1) s_0692 + (1) s_0873	reversible	NA	-1000.00	1000.00	  0.00	(YHR018C)	
r_0226	(1) s_0446 + (1) s_0881 + (1) s_0887 <-> (1) s_0434 + (1) s_0605 + (1) s_0017	reversible	NA	-1000.00	1000.00	  0.00	(YOL058W)	
r_0227	(1) s_0446 + (1) s_0873 -> (1) s_0434 + (1) s_0605 + (1) s_0440	irreversible	NA	  0.00	1000.00	  0.00	(YDR341C)	
r_0228	(1) s_0449 + (1) s_0875 -> (1) s_0435 + (1) s_0608 + (1) s_0441	irreversible	NA	  0.00	1000.00	  0.00	(YHR091C)	
r_0229	(1) s_0446 + (1) s_0907 + (1) s_0881 -> (1) s_0899 + (1) s_0434 + (1) s_0605 + (1) s_0877	irreversible	NA	  0.00	1000.00	  0.00	((YGR124W) or (YPR145W))	
r_0230	(1) s_0446 + (1) s_0877 -> (1) s_0434 + (1) s_0605 + (1) s_0442	irreversible	NA	  0.00	1000.00	  0.00	(YHR019C)	
r_0231	(1) s_0449 + (1) s_0879 -> (1) s_0435 + (1) s_0608 + (1) s_0443	irreversible	NA	  0.00	1000.00	  0.00	(YCR024C)	
r_0232	(1) s_0881 + (1) s_0469 -> (1) s_1207 + (1) s_1073	irreversible	NA	  0.00	1000.00	  0.00	(YJL130C)	
r_0233	(1) s_0446 + (1) s_0881 -> (1) s_0400 + (1) s_0301	irreversible	NA	  0.00	1000.00	  0.00	(YER052C)	
r_0234	(1) s_0881 + (1) s_0658 -> (1) s_0660 + (1) s_0815	irreversible	NA	  0.00	1000.00	  0.00		
r_0235	(1) s_0185 + (1) s_0881 <-> (1) s_0899 + (1) s_1156	reversible	NA	-1000.00	1000.00	  0.00	(YLR027C)	
r_0236	(1) s_0187 + (1) s_0883 <-> (1) s_0901 + (1) s_1158	reversible	NA	-1000.00	1000.00	  0.00	(YKL106W)	
r_0237	(1) s_0189 + (1) s_0884 <-> (1) s_0903 + (1) s_1159	reversible	NA	-1000.00	1000.00	  0.00	(YLR027C)	
r_0238	(1) s_1096 + (1) s_0301 -> (1) s_1207 + (1) s_1091 + (1) s_0886	irreversible	NA	  0.00	1000.00	  0.00	(YDR158W)	
r_0239	(1) s_0446 + (1) s_0881 -> (1) s_0434 + (1) s_0605 + (1) s_0444	irreversible	NA	  0.00	1000.00	  0.00	(YLL018C)	
r_0240	(1) s_0449 + (1) s_0883 -> (1) s_0435 + (1) s_0608 + (1) s_0445	irreversible	NA	  0.00	1000.00	  0.00	(YPL104W)	
r_0241	(1) s_0446 + (1) s_0400 -> (1) s_1207 + (1) s_1167	irreversible	NA	  0.00	1000.00	  0.00	(YDR530C)	
r_0242	(1) s_0400 + (1) s_0755 -> (1) s_1207 + (1) s_1169	irreversible	NA	  0.00	1000.00	  0.00	(YCL050C)	
r_0243	(1) s_0755 + (1) s_0706 -> (1) s_1207 + (1) s_1168	irreversible	NA	  0.00	1000.00	  0.00	(YCL050C)	
r_0244	(1) s_0446 -> (2) s_1207 + (1) s_0434	irreversible	NA	  0.00	1000.00	  0.00	(YER005W)	
r_0245	(1) s_0446 + (1) s_0331 -> (1) s_0605 + (1) s_0334	irreversible	NA	  0.00	1000.00	  0.00	(YER055C)	
r_0246	(1) s_1211 + (1) s_0403 -> (1) s_0449	irreversible	NA	  0.00	1000.00	  0.00	(((Q0080) and (Q0085) and (Q0130) and (YBL099W) and (YBR039W) and (YDL004W) and (YDR298C) and (YDR322C-A) and (YDR377W) and (YJR121W) and (YKL016C) and (YLR295C) and (YML081C-A) and (YPL078C) and (YPL271W)) or ((Q0080) and (Q0085) and (Q0130) and (YBL099W) and (YBR039W) and (YDL004W) and (YDR298C) and (YDR377W) and (YJR121W) and (YKL016C) and (YLR295C) and (YML081C-A) and (YPL078C) and (YPL271W) and (YPR020W)))	
r_0247	(1) s_0402 + (1) s_1210 -> (1) s_0448	irreversible	NA	  0.00	1000.00	  0.00	((YBR127C) and (YDL185W) and (YEL027W) and (YEL051W) and (YGR020C) and (YHR026W) and (YHR039C-A) and (YKL080W) and (YLR447C) and (YMR054W) and (YOR332W) and (YPL234C) and (YPR036W))	
r_0248	(1) s_0406 + (1) s_1214 -> (1) s_0452	irreversible	NA	  0.00	1000.00	  0.00	((YBR127C) and (YDL185W) and (YEL027W) and (YEL051W) and (YGR020C) and (YHR026W) and (YHR039C-A) and (YKL080W) and (YLR447C) and (YOR270C) and (YOR332W) and (YPL234C) and (YPR036W))	
r_0249	(1) s_0446 -> (1) s_0400 + (1) s_1207	irreversible	NA	  1.00	  1.00	  0.00	(((YCR024C-A) and (YEL017C-A) and (YGL008C)) or ((YCR024C-A) and (YEL017C-A) and (YPL036W)))	
r_0250	(1) s_0710 + (1) s_1055 <-> (1) s_0456	reversible	NA	-1000.00	1000.00	  0.00	(YBR110W)	
r_0251	(1) s_0474 <-> (1) s_0460	reversible	NA	-1000.00	1000.00	  0.00		
r_0252	(1) s_0475 <-> (1) s_0461	reversible	NA	-1000.00	1000.00	  0.00		
r_0253	(1) s_0476 <-> (1) s_0462	reversible	NA	-1000.00	1000.00	  0.00		
r_0254	(1) s_0470 <-> (1) s_0458	reversible	NA	-1000.00	1000.00	  0.00		
r_0256	(1) s_0590 + (1) s_1252 <-> (1) s_0465	reversible	NA	-1000.00	1000.00	  0.00	(YGR286C)	
r_0257	(1) s_0446 + (1) s_0465 -> (1) s_0605 + (1) s_0467	irreversible	NA	  0.00	1000.00	  0.00	(YDL141W)	
r_0258	(1) s_1096 + (1) s_0268 -> (1) s_1091 + (1) s_0124	irreversible	NA	  0.00	1000.00	  0.00	(YNL280C)	
r_0259	(1) s_1087 + (1) s_1160 + (1) s_0634 -> (1) s_1082 + (1) s_0632	irreversible	NA	  0.00	1000.00	  0.00	(((YIL043C) and (YMR015C) and (YNL111C)) or ((YKL150W) and (YMR015C) and (YNL111C)))	
r_0260	(1) s_1096 + (1) s_1160 + (1) s_0634 -> (1) s_1091 + (1) s_0632	irreversible	NA	  0.00	1000.00	  0.00	((YHR042W) and (YMR015C))	
r_0261	(1) s_1091 + (1) s_1457 <-> (1) s_1096 + (1) s_0470 + (1) s_1458	reversible	NA	-1000.00	1000.00	  0.00	(YGL001C)	
r_0262	(1) s_1082 + (1) s_0303 -> (1) s_1087 + (1) s_0470 + (1) s_0215	irreversible	NA	  0.00	1000.00	  0.00	(YGL001C)	
r_0263	(1) s_1096 + (1) s_0215 -> (1) s_1091 + (1) s_0302	irreversible	NA	  0.00	1000.00	  0.00	(YLR100W)	
r_0264	(1) s_1096 + (1) s_1458 -> (1) s_1091 + (1) s_1448	irreversible	NA	  0.00	1000.00	  0.00	(YLR100W)	
r_0265	(1) s_1096 + (1) s_1160 + (1) s_0302 <-> (1) s_1091 + (1) s_1455	reversible	NA	-1000.00	1000.00	  0.00	(YGR060W)	
r_0266	(1) s_1096 + (1) s_1160 + (1) s_1455 <-> (1) s_1091 + (1) s_1456	reversible	NA	-1000.00	1000.00	  0.00	(YGR060W)	
r_0267	(1) s_1096 + (1) s_1160 + (1) s_1456 <-> (1) s_1091 + (1) s_1457	reversible	NA	-1000.00	1000.00	  0.00	(YGR060W)	
r_0268	(3) s_1096 + (3) s_1160 + (1) s_0124 -> (3) s_1091 + (1) s_0303	irreversible	NA	  0.00	1000.00	  0.00	(YGR060W)	
r_0269	(1) s_1096 + (1) s_1160 + (1) s_0627 -> (1) s_1091 + (1) s_0634	irreversible	NA	  0.00	1000.00	  0.00	(YLR056W)	
r_0270	(1) s_0670 -> (1) s_0627	irreversible	NA	  0.00	1000.00	  0.00	(YMR202W)	
r_0271	(1) s_1097 + (1) s_0633 -> (1) s_1092 + (1) s_0637	irreversible	NA	  0.00	1000.00	  0.00	(YGL012W)	
r_0272	(1) s_2531 <-> (1) s_2532	reversible	NA	-1000.00	1000.00	  0.00	(YJR117W)	
r_0273	(1) s_2532 <-> (1) s_2533	reversible	NA	-1000.00	1000.00	  0.00	(YDR410C)	
r_0274	(1) s_2534 <-> (1) s_2535	reversible	NA	-1000.00	1000.00	  0.00	(YJR117W)	
r_0275	(1) s_2535 <-> (1) s_2536	reversible	NA	-1000.00	1000.00	  0.00	(YDR410C)	
r_0276	(1) s_0292 + (1) s_1115 <-> (1) s_0605 + (1) s_1114	reversible	NA	-1000.00	1000.00	  0.00	((YDL090C) and (YKL019W))	
r_0277	(2) s_0446 + (1) s_0907 + (1) s_0458 -> (2) s_0400 + (1) s_1207 + (1) s_0899 + (1) s_0469	irreversible	NA	  0.00	1000.00	  0.00	((YJL130C) or ((YJR109C) and (YOR303W)))	
r_0278	(1) s_0487 + (1) s_1240 -> (1) s_0480 + (1) s_0513	irreversible	NA	  0.00	1000.00	  0.00	(YDL142C)	
r_0279	(1) s_0380 + (1) s_0024 <-> (1) s_0514 + (1) s_1119	reversible	NA	-1000.00	1000.00	  0.00	((YAR035W) or (YER024W))	
r_0280	(1) s_0385 + (1) s_0027 <-> (1) s_0519 + (1) s_1121	reversible	NA	-1000.00	1000.00	  0.00	(YML042W)	
r_0281	(1) s_0383 + (1) s_0026 <-> (1) s_0517 + (1) s_1120	reversible	NA	-1000.00	1000.00	  0.00	(YML042W)	
r_0282	(2) s_0801 -> (1) s_1160	irreversible	NA	  0.00	1000.00	  0.00	(YGR088W)	
r_0283	(2) s_0804 -> (1) s_1164	irreversible	NA	  0.00	1000.00	  0.00	(YDR256C)	
r_0284	(1) s_1217 + (1) s_0522 <-> (1) s_0486 + (1) s_0606	reversible	NA	-1000.00	1000.00	  0.00	(YBR029C)	
r_0285	(1) s_0523 + (1) s_1218 <-> (1) s_0608 + (1) s_0487	reversible	NA	-1000.00	1000.00	  0.00	(YBR029C)	
r_0286	(1) s_1097 + (1) s_1080 + (1) s_1161 -> (1) s_1092 + (1) s_1079	irreversible	NA	  0.00	1000.00	  0.00	(YDR297W)	
r_0287	(1) s_1097 + (1) s_1080 + (1) s_1161 -> (1) s_1092 + (1) s_1060	irreversible	NA	  0.00	1000.00	  0.00	(YMR272C)	
r_0288	(1) s_1097 + (1) s_1161 + (1) s_1077 -> (1) s_1092 + (1) s_1076	irreversible	NA	  0.00	1000.00	  0.00	(YDR297W)	
r_0289	(1) s_1097 + (1) s_1161 + (1) s_1077 -> (1) s_1092 + (1) s_1064	irreversible	NA	  0.00	1000.00	  0.00	(YMR272C)	
r_0290	(1) s_1325 + (1) s_1356 -> (1) s_0515 + (1) s_1080	irreversible	NA	  0.00	1000.00	  0.00	((YHL003C) or (YKL008C) or (YPL087W))	
r_0291	(1) s_1325 + (1) s_0779 -> (1) s_0515 + (1) s_1077	irreversible	NA	  0.00	1000.00	  0.00	((YHL003C) or (YKL008C) or (YPL087W))	
r_0292	(1) s_1356 + (1) s_1247 -> (1) s_0515 + (1) s_1079	irreversible	NA	  0.00	1000.00	  0.00	((YBR183W) or (YHL003C) or (YKL008C) or (YPL087W))	
r_0293	(1) s_0779 + (1) s_1247 -> (1) s_0515 + (1) s_1076	irreversible	NA	  0.00	1000.00	  0.00	((YBR183W) or (YHL003C) or (YKL008C) or (YPL087W))	
r_0294	(1) s_1097 + (1) s_1161 + (1) s_1079 -> (1) s_1092 + (1) s_1058	irreversible	NA	  0.00	1000.00	  0.00	(YMR272C)	
r_0295	(1) s_1097 + (1) s_1161 + (1) s_1076 -> (1) s_1092 + (1) s_1062	irreversible	NA	  0.00	1000.00	  0.00	(YMR272C)	
r_0296	(1) s_0494 -> (1) s_0369 + (1) s_0495	irreversible	NA	  0.00	1000.00	  0.00	((YLR307W) or (YLR308W))	
r_0297	(1) s_1416 -> (1) s_1411 + (1) s_0494	irreversible	NA	  0.00	1000.00	  0.00	((YBR023C) or (YBR038W) or (YNL192W))	
r_0298	(1) s_1160 + (1) s_1293 + (1) s_1448 -> (1) s_1290 + (1) s_0632	irreversible	NA	  0.00	1000.00	  0.00		
r_0299	(1) s_0446 + (1) s_0497 <-> (1) s_0400 + (1) s_0499	reversible	NA	-1000.00	1000.00	  0.00	(YLR133W)	
r_0300	(1) s_0499 + (1) s_0521 -> (1) s_0605 + (1) s_0483	irreversible	NA	  0.00	1000.00	  0.00	(YGR202C)	
r_0301	(1) s_0488 + (1) s_0596 <-> (1) s_0511 + (1) s_1234	reversible	NA	-1000.00	1000.00	  0.00	(YHR123W)	
r_0302	(1) s_0077 + (1) s_0484 <-> (1) s_0076 + (1) s_0512	reversible	NA	-1000.00	1000.00	  0.00	(YNL130C)	
r_0303	(1) s_0484 + (1) s_0597 -> (1) s_0512 + (1) s_1230	irreversible	NA	  0.00	1000.00	  0.00	(YNL130C)	
r_0304	(1) s_0500 -> (1) s_1258	irreversible	NA	  0.00	1000.00	  0.00	(YPR060C)	
r_0305	(1) s_0500 -> (1) s_1277 + (1) s_0292	irreversible	NA	  0.00	1000.00	  0.00		
r_0306	(1) s_0330 -> (1) s_1207 + (1) s_0500	irreversible	NA	  0.00	1000.00	  0.00	(YGL148W)	
r_0307	(1) s_0502 <-> (1) s_0848	reversible	NA	-1000.00	1000.00	  0.00	(YLR304C)	
r_0308	(1) s_0501 <-> (1) s_0847	reversible	NA	-1000.00	1000.00	  0.00	(YLR304C)	
r_0309	(1) s_0662 + (1) s_0851 <-> (1) s_0607 + (1) s_0713	reversible	NA	-1000.00	1000.00	  0.00	((YBR002C) or (YMR101C))	
r_0310	(1) s_0851 + (1) s_0713 <-> (1) s_0607 + (1) s_1197	reversible	NA	-1000.00	1000.00	  0.00	((YBR002C) or (YMR101C))	
r_0311	(1) s_0851 + (1) s_1197 <-> (1) s_0607 + (1) s_0794	reversible	NA	-1000.00	1000.00	  0.00	((YBR002C) or (YMR101C))	
r_0312	(1) s_0851 + (1) s_0794 <-> (1) s_0607 + (1) s_0777	reversible	NA	-1000.00	1000.00	  0.00	((YBR002C) or (YMR101C))	
r_0313	(1) s_0851 + (1) s_0777 <-> (1) s_0607 + (1) s_1144	reversible	NA	-1000.00	1000.00	  0.00	((YBR002C) or (YMR101C))	
r_0314	(1) s_0851 + (1) s_1144 <-> (1) s_0607 + (1) s_1116	reversible	NA	-1000.00	1000.00	  0.00	((YBR002C) or (YMR101C))	
r_0315	(1) s_0851 + (1) s_1116 <-> (1) s_0607 + (1) s_0586	reversible	NA	-1000.00	1000.00	  0.00	((YBR002C) or (YMR101C))	
r_0316	(1) s_0851 + (1) s_0586 <-> (1) s_0607 + (1) s_1420	reversible	NA	-1000.00	1000.00	  0.00	((YBR002C) or (YMR101C))	
r_0317	(1) s_0851 + (1) s_1420 <-> (1) s_0607 + (1) s_0612	reversible	NA	-1000.00	1000.00	  0.00	((YBR002C) or (YMR101C))	
r_0318	(1) s_0851 + (1) s_0612 <-> (1) s_0607 + (1) s_1398	reversible	NA	-1000.00	1000.00	  0.00	((YBR002C) or (YMR101C))	
r_0319	(1) s_0851 + (1) s_1398 <-> (1) s_0607 + (1) s_1359	reversible	NA	-1000.00	1000.00	  0.00	((YBR002C) or (YMR101C))	
r_0320	(1) s_0851 + (1) s_1359 <-> (1) s_0607 + (1) s_1195	reversible	NA	-1000.00	1000.00	  0.00	((YBR002C) or (YMR101C))	
r_0321	(1) s_0851 + (1) s_1195 <-> (1) s_0607 + (1) s_0793	reversible	NA	-1000.00	1000.00	  0.00	((YBR002C) or (YMR101C))	
r_0322	(1) s_0851 + (1) s_0793 <-> (1) s_0607 + (1) s_0776	reversible	NA	-1000.00	1000.00	  0.00	((YBR002C) or (YMR101C))	
r_0323	(1) s_0851 + (1) s_0776 <-> (1) s_0607 + (1) s_1131	reversible	NA	-1000.00	1000.00	  0.00	((YBR002C) or (YMR101C))	
r_0324	(1) s_0851 + (1) s_1131 <-> (1) s_0607 + (1) s_1113	reversible	NA	-1000.00	1000.00	  0.00	(YMR101C)	
r_0325	(1) s_0851 + (1) s_1113 <-> (1) s_0607 + (1) s_0810	reversible	NA	-1000.00	1000.00	  0.00	(YMR101C)	
r_0326	(1) s_0851 + (1) s_0810 <-> (1) s_0607 + (1) s_0775	reversible	NA	-1000.00	1000.00	  0.00	(YMR101C)	
r_0327	(1) s_0851 + (1) s_0775 <-> (1) s_0607 + (1) s_0611	reversible	NA	-1000.00	1000.00	  0.00	(YMR101C)	
r_0328	(1) s_0383 + (1) s_1158 -> (1) s_0517 + (1) s_0509	irreversible	NA	  0.00	1000.00	  0.00	((YNR001C) or (YPR001W))	
r_0329	(1) s_0385 + (1) s_1159 -> (1) s_0519 + (1) s_0510	irreversible	NA	  0.00	1000.00	  0.00	(YCR005C)	
r_0330	(1) s_0509 <-> (1) s_0502	reversible	NA	-1000.00	1000.00	  0.00	(YLR304C)	
r_0331	(1) s_0507 <-> (1) s_0501	reversible	NA	-1000.00	1000.00	  0.00	(YLR304C)	
r_0332	(1) s_0511 -> (1) s_0427 + (1) s_0527	irreversible	NA	  0.00	1000.00	  0.00		
r_0333	(1) s_1160 + (1) s_0520 -> (2) s_0470 + (1) s_1265	irreversible	NA	  0.00	1000.00	  0.00	(YDR044W)	
r_0334	(1) s_0449 + (1) s_0517 + (1) s_1378 -> (1) s_0435 + (1) s_0284 + (1) s_0608	irreversible	NA	  0.00	1000.00	  0.00		
r_0335	(1) s_0446 + (1) s_0907 + (1) s_1430 -> (1) s_0400 + (1) s_1207 + (1) s_0899 + (1) s_0521	irreversible	NA	  0.00	1000.00	  0.00	((YBL039C) or (YJR103W))	
r_0336	(1) s_0446 + (1) s_0430 + (1) s_1430 -> (1) s_0400 + (1) s_1207 + (1) s_0521	irreversible	NA	  0.00	1000.00	  0.00	((YBL039C) or (YJR103W))	
r_0337	(1) s_0888 -> (1) s_1277 + (1) s_0430 + (1) s_0917	irreversible	NA	  0.00	1000.00	  0.00	((YFR055W) or (YGL184C))	
r_0338	(1) s_0917 + (1) s_0943 -> (1) s_0888	irreversible	NA	  0.00	1000.00	  0.00	(YGR155W)	
r_0339	(1) s_0888 -> (1) s_0430 + (1) s_0183 + (1) s_0889	irreversible	NA	  0.00	1000.00	  0.00	(YAL012W)	
r_0340	(1) s_0889 + (1) s_1117 -> (1) s_0369 + (1) s_0888	irreversible	NA	  0.00	1000.00	  0.00	((YJR130C) or (YML082W))	
r_0341	(1) s_0805 + (1) s_1118 -> (1) s_0369 + (1) s_0889	irreversible	NA	  0.00	1000.00	  0.00	(YGR012W)	
r_0342	(1) s_0446 + (1) s_0889 -> (1) s_0434 + (1) s_0605 + (1) s_0524	irreversible	NA	  0.00	1000.00	  0.00	(YNL247W)	
r_0343	(1) s_0525 -> (1) s_0430 + (1) s_1427	irreversible	NA	  0.00	1000.00	  0.00	(YLR245C)	
r_0344	(1) s_0525 + (1) s_0755 -> (1) s_0511 + (1) s_0706	irreversible	NA	  0.00	1000.00	  0.00	(YNR012W)	
r_0345	(1) s_0446 + (1) s_0511 <-> (1) s_0400 + (1) s_0481	reversible	NA	-1000.00	1000.00	  0.00		
r_0346	(1) s_0446 + (1) s_0569 <-> (1) s_0400 + (1) s_0567	reversible	NA	-1000.00	1000.00	  0.00		
r_0347	(3) s_1087 + (3) s_1160 + (1) s_0963 -> (3) s_1082 + (1) s_0689 + (1) s_0268	irreversible	NA	  0.00	1000.00	  0.00	(((YHR007C) and (YIL043C) and (YNL111C)) or ((YHR007C) and (YKL150W) and (YNL111C)))	
r_0348	(3) s_1096 + (3) s_1160 + (1) s_0963 -> (1) s_0689 + (3) s_1091 + (1) s_0268	irreversible	NA	  0.00	1000.00	  0.00	((YHR007C) and (YHR042W))	
r_0349	(1) s_0527 -> (1) s_0430 + (1) s_1421	irreversible	NA	  0.00	1000.00	  0.00	(YPR062W)	
r_0350	(1) s_1160 + (1) s_0529 <-> (1) s_0801 + (1) s_0587	reversible	NA	-1000.00	1000.00	  0.00	(YML086C)	
r_0351	(1) s_1082 + (1) s_0530 <-> (1) s_1087 + (1) s_0529	reversible	NA	-1000.00	1000.00	  0.00	(YMR041C)	
r_0352	(1) s_1091 + (1) s_0530 -> (1) s_1096 + (1) s_0529	irreversible	NA	  0.00	1000.00	  0.00	(YBR149W)	
r_0353	(1) s_0538 <-> (1) s_0550 + (1) s_0735	reversible	NA	-1000.00	1000.00	  0.00	(YKL060C)	
r_0354	(1) s_1082 + (1) s_0543 -> (1) s_1087 + (1) s_0535	irreversible	NA	  0.00	1000.00	  0.00	(YJR159W)	
r_0355	(1) s_1096 + (1) s_0545 -> (1) s_1091 + (1) s_0543	irreversible	NA	  0.00	1000.00	  0.00	(YHR104W)	
r_0356	(1) s_1094 + (1) s_0906 -> (1) s_0901 + (1) s_1098	irreversible	NA	  0.00	1000.00	  0.00	(YHR037W)	
r_0357	(1) s_0569 <-> (1) s_0430 + (1) s_0624	reversible	NA	-1000.00	1000.00	  0.00	(YHR144C)	
r_0358	(1) s_0570 -> (1) s_0430 + (1) s_0626	irreversible	NA	  0.00	1000.00	  0.00	(YHR144C)	
r_0359	(1) s_0134 -> (1) s_0430 + (1) s_0140	irreversible	NA	  0.00	1000.00	  0.00	(YNL141W)	
r_0360	(1) s_0446 + (1) s_0564 <-> (1) s_0400 + (1) s_0562	reversible	NA	-1000.00	1000.00	  0.00		
r_0361	(1) s_0136 -> (1) s_0430 + (1) s_0142	irreversible	NA	  0.00	1000.00	  0.00	(YLR245C)	
r_0362	(1) s_0446 + (1) s_0593 <-> (1) s_0400 + (1) s_0591	reversible	NA	-1000.00	1000.00	  0.00	(YDR454C)	
r_0363	(1) s_1321 + (1) s_1410 -> (1) s_0280 + (1) s_1401 + (1) s_1409	irreversible	NA	  0.00	1000.00	  0.00	(YHR068W)	
r_0364	(1) s_0446 + (1) s_0156 -> (1) s_0400 + (1) s_0157	irreversible	NA	  0.00	1000.00	  0.00	(YCR036W)	
r_0365	(1) s_0446 + (1) s_0142 -> (1) s_0400 + (1) s_0624	irreversible	NA	  0.00	1000.00	  0.00		
r_0366	(1) s_1207 + (1) s_0142 <-> (1) s_1421 + (1) s_0155	reversible	NA	-1000.00	1000.00	  0.00	(YLR209C)	
r_0367	(1) s_0446 + (1) s_0202 -> (1) s_0400 + (1) s_0514	irreversible	NA	  0.00	1000.00	  0.00		
r_0368	(1) s_0449 + (1) s_0205 -> (1) s_0517 + (1) s_0403	irreversible	NA	  0.00	1000.00	  0.00		
r_0369	(1) s_0446 + (1) s_0470 + (1) s_0348 <-> (1) s_0400 + (1) s_1207 + (1) s_0590	reversible	NA	-1000.00	1000.00	  0.00	(YNR057C)	
r_0370	(1) s_0387 + (1) s_0598 <-> (1) s_0516 + (1) s_1400	reversible	NA	-1000.00	1000.00	  0.00	(YOR245C)	
r_0371	(1) s_1216 <-> (1) s_1207 + (1) s_0596	reversible	NA	-1000.00	1000.00	  0.00	(YDR284C)	
r_0372	(1) s_0380 + (1) s_1323 -> (1) s_0514 + (1) s_1050	irreversible	NA	  0.00	1000.00	  0.00		
r_0373	(1) s_1410 + (1) s_0064 -> (1) s_1409 + (1) s_1154	irreversible	NA	  0.00	1000.00	  0.00	(YKL216W)	
r_0374	(1) s_1160 + (1) s_0064 -> (1) s_0801 + (1) s_1154	irreversible	NA	  0.00	1000.00	  0.00	(YKL216W)	
r_0375	(1) s_1096 + (1) s_0601 -> (1) s_1091 + (1) s_0309	irreversible	NA	  0.00	1000.00	  0.00	(YOR236W)	
r_0376	(1) s_1098 + (1) s_0602 -> (1) s_1094 + (1) s_0310	irreversible	NA	  0.00	1000.00	  0.00	(YOR236W)	
r_0377	(1) s_0446 + (1) s_0899 + (1) s_0354 -> (1) s_0400 + (1) s_1207 + (1) s_0601	irreversible	NA	  0.00	1000.00	  0.00	(YMR113W)	
r_0378	(1) s_0351 -> (1) s_0152 + (1) s_0747	irreversible	NA	  0.00	1000.00	  0.00	(YNL256W)	
r_0379	(1) s_0352 -> (1) s_1207 + (1) s_0350	irreversible	NA	  0.00	1000.00	  0.00	(YDL100C)	
r_0380	(1) s_0353 -> (1) s_0605 + (1) s_0352	irreversible	NA	  0.00	1000.00	  0.00		
r_0381	(1) s_0064 <-> (1) s_1073	reversible	NA	-1000.00	1000.00	  0.00	(YLR420W)	
r_0382	(1) s_0152 + (1) s_0279 -> (1) s_0355	irreversible	NA	  0.00	1000.00	  0.00	(YNL256W)	
r_0383	(1) s_0005 + (1) s_0279 -> (1) s_0608 + (1) s_0355	irreversible	NA	  0.00	1000.00	  0.00	(YNL256W)	
r_0384	(1) s_0018 -> (1) s_0239	irreversible	NA	  0.00	1000.00	  0.00	(YJR016C)	
r_0385	(1) s_0007 -> (1) s_0063	irreversible	NA	  0.00	1000.00	  0.00	(YJR016C)	
r_0386	(1) s_0446 + (1) s_0734 -> (1) s_0400 + (1) s_0735	irreversible	NA	  0.00	1000.00	  0.00	((YFL053W) or (YML070W))	
r_0387	(1) s_0850 + (1) s_1257 -> (1) s_0605 + (1) s_0712	irreversible	NA	  0.00	1000.00	  0.00	(YJL167W)	
r_0388	(1) s_0265 <-> (1) s_0144	reversible	NA	-1000.00	1000.00	  0.00	(YKL152C)	
r_0389	(1) s_0312 -> (3) s_1207 + (1) s_1024	irreversible	NA	  0.00	1000.00	  0.00	(YOR163W)	
r_0390	(1) s_0446 + (2) s_1207 + (1) s_1024 -> (1) s_0400 + (1) s_0312	irreversible	NA	  0.00	1000.00	  0.00	(YDR017C)	
r_0391	(1) s_1293 + (1) s_0147 -> (1) s_1290 + (1) s_0148	irreversible	NA	  0.00	1000.00	  0.00	(YLR172C)	
r_0392	(1) s_0521 + (1) s_0613 -> (1) s_0481 + (1) s_0616	irreversible	NA	  0.00	1000.00	  0.00	(YMR013C)	
r_0393	(1) s_0710 + (1) s_0616 -> (1) s_0706 + (1) s_0615	irreversible	NA	  0.00	1000.00	  0.00	(YPR183W)	
r_0394	(1) s_0615 -> (1) s_0617 + (1) s_1012	irreversible	NA	  0.00	1000.00	  0.00	((YDL093W) or (YGR199W) or (YJR143C) or (YOR321W) or ((YAL023C) and (YDL095W)))	
r_0395	(1) s_0446 + (1) s_0619 <-> (1) s_0400 + (1) s_0618	reversible	NA	-1000.00	1000.00	  0.00	(YJR057W)	
r_0396	(1) s_0626 -> (1) s_0624 + (1) s_0605	irreversible	NA	  0.00	1000.00	  0.00	(YBR252W)	
r_0398	(1) s_0193 <-> (1) s_1243	reversible	NA	-1000.00	1000.00	  0.00	((YGR254W) or (YHR174W))	
